Tick: 0 | WRITE to 0x91 with value 0x7
Tick: 3460 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3460 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3460 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3460 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3460 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3460 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3460 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3472 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3485 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3498 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3510 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3510 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3510 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3510 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3510 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3510 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3510 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3510 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3511 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3523 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3536 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3548 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3548 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3548 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3548 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3549 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3561 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3562 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3562 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3562 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3562 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3562 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3562 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3562 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3562 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3574 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3587 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3599 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3599 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3599 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3599 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3599 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3599 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3599 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3599 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3600 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3612 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3625 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3637 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3637 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3637 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3637 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3638 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3650 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3651 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3651 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3651 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3651 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3651 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3651 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3651 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3651 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3663 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3676 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3688 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3688 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3688 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3688 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3688 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3688 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3688 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3688 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3689 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3701 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3714 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3727 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3739 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3739 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3739 | Checking Chan: 2 | Port 91h: 0x87
Tick: 3739 | Checking Chan: 3 | Port 91h: 0x87
Tick: 3739 | Checking Chan: 0 | Port 91h: 0x87
Tick: 3739 | Checking Chan: 1 | Port 91h: 0x87
Tick: 3739 | Checking Chan: 2 | Port 91h: 0x87
